Country Name,Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Sweden,SWE,1160032062,1389946210,1386645913,1623582595,1590873486,1459609041,1633036131,2045984719,2084528142,1917143881,1765920171
Eswatini,SWZ,11692037.27,27857280.69,49547870.55,27141111.14,17501863.18,19330858.64,18849753.45,19467166.59,24233542.48,26891451.27,24421403.35
Sint Maarten (Dutch part),SXM,,105368715.1,107849162,107983240.2,114089385.5,107089385.5,116374301.7,104312849.2,94097363.3,99422629.02,75267555.93
Seychelles,SYC,41220615.99,50219370.74,56958458.07,61159390.38,57661967.47,74213584.28,62945642.82,67963501.04,69888233.42,73362997.52,44858216.6
Syrian Arab Republic,SYR,530185085.5,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,81802000,85674000,95019100,108948400,129125500,,
Chad,TCD,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,17039072306,18640619793,19044980334,20044651407,24216165760,26511912011,27312001419,36889957649,39134594235,41991865281,40863017400
Europe & Central Asia (IDA & IBRD countries),TEC,29862810175,35814723475,42831468470,50087143643,46892614900,31492256771,27579125623,34697271148,38509595275,38745273792,32297410509
Togo,TGO,62850365.04,92356768.01,153251451.6,177984148.6,153994596.9,89431613.89,77823097.62,86322608.01,98184891.05,102310758.2,
Thailand,THA,3026910000,2921350000,2893154437,3288960339,3620432108,3992380815,4155202828,4396768858,4923627285,8912892000,7897914363
Tajikistan,TJK,183618062.2,201178009.9,263465923.1,240393237,303612594,165138264.3,87127370,215552296.9,252025144,190464767.4,108394959.7
Turkmenistan,TKM,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,5377235264,6053725768,6336992381,7681869519,7689226025,7414697328,7516927117,9465022185,9884222306,9857735404,7621555490
Timor-Leste,TLS,103374566.1,104752310.6,107023350.4,7770793.38,27615779.9,158813100,237380400,265601245.9,285678509.3,293383664.3,397625978
Middle East & North Africa (IDA & IBRD countries),TMN,7941360482,6414932627,8671879824,9977443000,7794545405,6784283452,6741922840,6828259067,7654872135,6288309035,1351365714
Tonga,TON,8115332.626,6163833.099,4555313.27,6827657.8,5694681.884,14221511.37,25551135.86,27134480.68,20924979.16,28880062.92,29091644.27
South Asia (IDA & IBRD),TSA,5454460713,5523767735,6396540146,8117762337,8044180133,6483025388,7239640556,8775459507,8804725346,9767356854,8873825188
Sub-Saharan Africa (IDA & IBRD countries),TSS,5360224657,6314302844,8099431679,8677986807,9360441613,11136075125,9348585309,8552283081,8954142756,7704541293,4475948362
Trinidad and Tobago,TTO,,200801102.1,223359863.8,215938588.7,253005294.7,289580106.3,372027289.7,378969976.5,358572056.5,251772738.3,136927087.7
Tunisia,TUN,13343579.71,19037020.37,18439178.99,19573346.19,28450675.19,26457656.28,27420431.09,29263151.37,26975291.54,26274238.07,22934488.55
Turkey,TUR,190000000,268000000,404000000,689000000,815000000,850000000,1108000000,1063000000,1533000000,1659000000,1344000000
Tuvalu,TUV,1911742.938,2390233.423,2662843.811,48269.85879,45070.89817,37563.19268,37168.808,38321.28031,37357.70042,34758.27079,
Tanzania,TZA,123023671.7,133400000,162402671.1,129703911.3,98283104.93,103818117.8,108374755.9,115061281.8,99054685.02,87214900.11,
Uganda,UGA,331099938.3,395371393.2,325374046.3,367618755,301772021.3,278222282.5,349353415.9,344724544.2,399985495,418066640.9,
Ukraine,UKR,703000000,849000000,1003000000,1716000000,1702000000,627000000,559000000,584000000,565000000,575000000,843000000
Upper middle income,UMC,52638894867,58642091221,67331093575,75704794189,74724379163,60974056984,56456105140,72828639472,78696865439,80762817308,67078177793
Uruguay,URY,6651000,7211000,10013756.31,100492128.3,93965893.18,87384745.17,85258958.75,101050222.6,109274299.8,116799722.9,106386581.3
United States,USA,50527000000,50854000000,52371000000,55003000000,57239000000,60719000000,62870000000,64114000000,66836000000,71372000000,69918000000
Uzbekistan,UZB,260825190,341066130,402304500,676778600,607071500,335516240,159289200,174311760,244064391.3,273754343,336883579.2
St. Vincent and the Grenadines,VCT,5615745.185,5741076.667,6164354.074,6444994.815,11544080.6,10052444.72,12403062.65,12273181.15,12791677.84,,
"Venezuela, RB",VEN,805000000,782000000,899000000,1117000000,193000000,105000000,54000000,,,,
British Virgin Islands,VGB,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,
Vietnam,VNM,,,,,46000000,,,,,,
Vanuatu,VUT,3076580.168,3534769.46,2382241.232,2444150.978,3714947.694,3331006.951,4552015.081,5230341.7,10268357.51,14061546.94,27937080.96
World,WLD,3.13E+11,3.53E+11,3.65E+11,4.00E+11,4.12E+11,3.88E+11,3.91E+11,4.22E+11,4.46E+11,4.49E+11,4.12E+11
Samoa,WSM,8947643.195,12405220.01,11039604.57,18219957.63,12467914.79,15747451.09,17712737.95,18966689,17312561.11,19773166.06,
Kosovo,XKX,127120642.7,151105057.1,117999218.4,106278640.2,99795784.78,68395898.17,66754503.01,61995082.33,58958746.84,42016018.44,49721161.46
"Yemen, Rep.",YEM,338320000,333420000,337707048,333295533,335395533,333389518,332700000,,,,
South Africa,ZAF,1352799185,1422697865,1319944369,1181980419,1093585876,980097838.5,896870556.2,1033489764,1097843691,1052038113,920781830.1
Zambia,ZMB,68063986,70413825.16,96922000,77324470.74,81199881.14,72104698.87,63405836.44,121370620.7,132001364.1,103806723.9,88510886.08
Zimbabwe,ZWE,9021510.423,9445521.412,9889460.919,10354265.58,10840916.06,11350439.12,13844871.12,18574999.62,,,
