Country Name,Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Somalia,SOM,0,0,0,0,0,0,0,0,1482000000,1577000000,1735000000
Serbia,SRB,4117446496,3960970272,3546455140,4024794307,3696031997,3370435504,3205371734,3589629282,4445606867,4237925901,3868521648
Sub-Saharan Africa (excluding high income),SSA,31639187420,37034293298,37213719790,37537260239,39664807084,42190075281,38534539778,42240502810,48844243722,48765355182,42532325161
South Sudan,SSD,0,0,0,0,1985610.2,1138720000,1083000000,633830000,1267160000,80440000,1200000000
Sub-Saharan Africa,SSF,31656564370,37059555227,37231388860,37550134567,39679883039,42208499512,38556626801,42262164058,48866957417,48789003401,42542304848
Small states,SST,6682261128,7709316267,7906025706,7420399757,7967410491,7732742418,7817317571,8624455292,8944905773,9268633984,10133748495
Sao Tome and Principe,STP,6363257.454,6881334.487,6358889.79,26566722.92,26827848.81,19980196.89,18044840.56,18192067.23,17776130.48,11114429.37,8620359.248
Suriname,SUR,4300000,3893784.528,8057490.75,6993693.279,8833808.604,6705559.504,1493543.566,97912850.92,98678756.53,96177384.31,124028649.1
Slovak Republic,SVK,1590890346,1753891236,1927193404,2071687509,2395643258,2138338117,2119834516,2164333034,2210599186,2086999244,1878841760
Slovenia,SVN,164466518.3,210350063,249086700.2,314082541.5,373328490.1,399506454.6,451975776.7,501999475.6,644842427.4,673497184.7,641690729.4
Sweden,SWE,4060977951,4384693878,4293492858,4595689775,4561329199,3396671928,2820821968,3108971590,3073996117,3184918328,3091165327
Eswatini,SWZ,54690323.85,63506470.18,88545679.84,75120413.21,95824457.55,95771402.34,98421043.99,144415393.6,125737322.1,118702081.8,112495380.4
Sint Maarten (Dutch part),SXM,0,54083798.88,55664804.47,72547486.03,62167597.77,55117318.44,60899441.34,55055865.92,50958978.6,48475168.93,35539124.63
Seychelles,SYC,17376950.52,25261929.15,17669070.06,12874328.25,15075955.04,18424230.93,22087023.35,21661247.93,22713694.64,23648219.31,9979686.567
Syrian Arab Republic,SYR,1622538750,,,,,,,,,,
Turks and Caicos Islands,TCA,0,0,0,0,7166000,6053000,7467000,7717097,7481920,7481920,7481920
Chad,TCD,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific (IDA & IBRD countries),TEA,57501739670,63369503862,68207261561,74866063428,91306666689,97450505997,93504988889,98892708117,1.00129E+11,97744025225,95511582879
Europe & Central Asia (IDA & IBRD countries),TEC,48491042827,55184410725,56463012300,65743463563,65048382387,57015197650,58883675998,69170802451,76884299346,80382025730,73568252626
Togo,TGO,336925895.7,244453975.5,344740603,397472016.4,427861354.6,363741802.8,367166876.4,403610143,450814504.6,507962802,440792827.2
Thailand,THA,4433160000,5255620000,5656788795,6584860455,6524114892,5894665233,6270025972,6720117054,7466081912,8162162551,8067219205
Tajikistan,TJK,2020504005,2722464917,3222350605,3697730868,3384055195,2258643220,1867398638,2237179088,2183340531,2321884645,2186807504
Turkmenistan,TKM,35299999.24,34799999.24,37099998.47,40000000,30000000,16000000,9000000,4000000,2000000,1000000,1000000
Latin America & the Caribbean (IDA & IBRD countries),TLA,56856407010,60273944178,60588565933,61860183032,64816037652,69059538153,73986396479,82172672123,90242491829,97727582520,1.03763E+11
Timor-Leste,TLS,137135947.6,136896001.8,119859807.8,33649746.71,43679895.14,61586100,80174600,87044514.13,96320932.13,100384635.6,155460468.5
Middle East & North Africa (IDA & IBRD countries),TMN,36211418066,37338749960,43729677733,45563607091,51166451242,47751553708,46891743582,49196262765,49903897199,51647346322,53326584824
Tonga,TON,74029954.14,84337265.06,91248700.2,122679910.2,119291080.3,129278118.8,126233535.3,158602601.5,183435131.7,190366330.4,190551242.8
South Asia (IDA & IBRD),TSA,81997033719,96395627273,1.0798E+11,1.10834E+11,1.15816E+11,1.17613E+11,1.10677E+11,1.17313E+11,1.31745E+11,1.39831E+11,1.47132E+11
Sub-Saharan Africa (IDA & IBRD countries),TSS,31656564370,37059555227,37231388860,37550134567,39679883039,42208499512,38556626801,42262164058,48866957417,48789003401,42542304848
Trinidad and Tobago,TTO,90900000,161839741.9,138785056.7,145129593.7,144830210.2,155202797.8,145162743.2,135092606.6,138708322.6,144013909.7,194437635.9
Tunisia,TUN,2063294677,2004498798,2265714118,2290512364,2346621114,1971375773,1821247343,1890325181,1902286981,2049663194,2367372579
Turkey,TUR,1819000000,1883000000,1881000000,1901000000,1739000000,1395000000,1186000000,1048000000,1122000000,810000000,795000000
Tuvalu,TUV,3919900.614,4582719.141,3835897.958,1667025.339,1387194.603,1034516.483,919984.569,1006224.85,957085.6058,901579.1449,0
Tanzania,TZA,344287552.6,409563366.2,390138888.1,381930784.2,389484432,387768413,402531458.3,403305721.8,412910078,433498219.2,409138393.6
Uganda,UGA,770789132,816231810.8,913264190.7,940664379.3,887611309.4,902157540.5,1146050427,1165739411,1338053925,1424508663,1051170000
Ukraine,UKR,6535000000,7822000000,8449000000,9667000000,7354000000,8474000000,9472000000,12132000000,14694000000,15788000000,15213000000
Upper middle income,UMC,1.03539E+11,1.12775E+11,1.13317E+11,1.25054E+11,1.41665E+11,1.4236E+11,1.39145E+11,1.52752E+11,1.59534E+11,1.62933E+11,1.63218E+11
Uruguay,URY,124891000,128836000,91602186.21,98848478.42,97830785.21,90267058.23,90443153.01,109381554.8,113957699.4,112271708,110716491.3
United States,USA,5930000000,6104000000,6303000000,6613000000,6503000000,6578000000,6330000000,6347000000,6941000000,7163000000,6498000000
Uzbekistan,UZB,3437519158,4910053573,6089643562,6443498684,6815207509,4843179722,5795061401,7130151739,7609613692,8545813107,6979795069
St. Vincent and the Grenadines,VCT,29055700.74,29236378.52,31109081.11,31587707.41,43627493.77,41789924.87,44897122.34,45689508.23,46770931.63,46770931.63,44051033.58
"Venezuela, RB",VEN,143000000,138000000,118000000,120000000,128000000,161000000,279000000,279000000,279000000,279000000,279000000
British Virgin Islands,VGB,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,
Vietnam,VNM,8260000000,8600000000,10000000000,11000000000,12000000000,13000000000,14000000000,15000000000,16000000000,17000000000,17200000000
Vanuatu,VUT,11768615.44,21765886.49,22036537.53,23710130.91,64091052.25,104193106.7,80534470.6,26177844.46,35219416.33,74997097.61,87467129.22
World,WLD,4.20073E+11,4.69835E+11,4.94151E+11,5.24848E+11,5.61988E+11,5.55863E+11,5.47079E+11,5.88643E+11,6.34503E+11,6.54197E+11,6.4864E+11
Samoa,WSM,138504771.8,159583630.7,177695228,164583417.7,140501951,131155762.3,130767859.3,135726940,147567503.7,153654770.6,150000000
Kosovo,XKX,1006678235,993376669.8,945613495.7,1058396182,1098945957,971416387.8,985798459.3,1112078354,1235727938,1248990731,1436087664
"Yemen, Rep.",YEM,1526000000,1403920000,3351000000,3342500000,3350500000,3350500000,3770584000,,,,
South Africa,ZAF,1069571381,1158421806,1084534306,970655337.2,913403103.7,825253479.9,755434048.9,873861160.6,929043381.1,890059293.7,810881604
Zambia,ZMB,43657312,46276750.72,72864000,53980262.06,58300302.43,47046538.13,38464441,93644095.26,106965625.9,98259120.81,134864831.7
Zimbabwe,ZWE,1413248657,1919476002,2113579668,1890271473,1903970852,2046579806,1856034931,1729883817,897902104.3,921726524.6,1209718045
